5.82374400, 0.11811020, 0.00000000
5.82380800, 0.11811020, 0.00000000
5.82387200, 0.11811020, 0.00000000
5.82393600, 0.11811020, 0.00000000
5.82399900, 0.11811020, 0.00000000
5.82406400, 0.11811020, 0.00000000
5.82412800, 0.11811020, 0.00000000
5.82419200, 0.11811020, 0.00000000
5.82425600, 0.11811020, 0.00000000
5.82432000, 0.11811020, 0.00000000
5.82438400, 0.11811020, 0.00000000
5.82444800, 0.11811020, 0.00000000
5.82451200, 0.11811020, 0.00000000
5.82457600, 0.11811020, 0.00000000
5.82464000, 0.11811020, 0.00000000
5.82470400, 0.11811020, 0.00000000
5.82476800, 0.11811020, 0.00000000
5.82483200, 0.11811020, 0.00000000
5.82489600, 0.11811020, 0.00000000
5.82496000, 0.11811020, 0.00000000
5.82502400, 0.11811020, 0.00000000
5.82508800, 0.11811020, 0.00000000
5.82515200, 0.11811020, 0.00000000
5.82521600, 0.11811020, 0.00000000
5.82528000, 0.11811020, 0.00000000
5.82534400, 0.11811020, 0.00000000
5.82540800, 0.11811020, 0.00000000
5.82547200, 0.11811020, 0.00000000
5.82553600, 0.11811020, 0.00000000
5.82560000, 0.11811020, 0.00000000
5.82566400, 0.11811020, 0.00000000
5.82572800, 0.15748030, 0.00000000
5.82579200, 0.11811020, 0.00000000
5.82585600, 0.11811020, 0.00000000
5.82592000, 0.11811020, 0.00000000
5.82598400, 0.15748030, 0.00000000
5.82604700, 0.11811020, 0.00000000
5.82611200, 0.11811020, 0.00000000
5.82617600, 0.11811020, 0.00000000
5.82624000, 0.11811020, 0.00000000
5.82630400, 0.11811020, 0.00000000
5.82636800, 0.15748030, 0.00000000
5.82643200, 0.11811020, 0.00000000
5.82649600, 0.11811020, 0.00000000
5.82656000, 0.11811020, 0.00000000
5.82662300, 0.11811020, 0.00000000
5.82668800, 0.11811020, 0.00000000
5.82675200, 0.11811020, 0.00000000
5.82681600, 0.11811020, 0.00000000
5.82688000, 0.11811020, 0.00000000
5.82694400, 0.11811020, 0.00000000
5.82700800, 0.11811020, 0.00000000
5.82707200, 0.11811020, 0.00000000
5.82713600, 0.11811020, 0.00000000
5.82719900, 0.11811020, 0.00000000
5.82726400, 0.11811020, 0.00000000
5.82732800, 0.11811020, 0.00000000
5.82739200, 0.11811020, 0.00000000
5.82745600, 0.11811020, 0.00000000
5.82752000, 0.11811020, 0.00000000
5.82758400, 0.11811020, 0.00000000
5.82764800, 0.11811020, 0.00000000
5.82771200, 0.11811020, 0.00000000
5.82777500, 0.11811020, 0.00000000
5.82784000, 0.11811020, 0.00000000
5.82790400, 0.11811020, 0.00000000
5.82796800, 0.11811020, 0.00000000
5.82803200, 0.11811020, 0.00000000
5.82809600, 0.07874016, 0.00000000
5.82816000, 0.11811020, 0.00000000
5.82822400, 0.11811020, 0.00000000
5.82828800, 0.15748030, 0.00000000
5.82835100, 0.11811020, 0.00000000
5.82841600, 0.11811020, 0.00000000
5.82848000, 0.11811020, 0.00000000
5.82854400, 0.11811020, 0.00000000
5.82860800, 0.11811020, 0.00000000
5.82867100, 0.11811020, 0.00000000
5.82873600, 0.11811020, 0.00000000
5.82880000, 0.11811020, 0.00000000
5.82886400, 0.11811020, 0.00000000
5.82892800, 0.11811020, 0.00000000
5.82899200, 0.11811020, 0.00000000
5.82905600, 0.11811020, 0.00000000
5.82912000, 0.11811020, 0.00000000
5.82918400, 0.11811020, 0.00000000
5.82924700, 0.11811020, 0.00000000
5.82931200, 0.11811020, 0.00000000
5.82937600, 0.11811020, 0.00000000
5.82944000, 0.11811020, 0.00000000
5.82950400, 0.15748030, 0.00000000
5.82956800, 0.11811020, 0.00000000
5.82963200, 0.11811020, 0.00000000
5.82969600, 0.11811020, 0.00000000
5.82976000, 0.11811020, 0.00000000
5.82982300, 0.15748030, 0.00000000
5.82988800, 0.11811020, 0.00000000
5.82995200, 0.11811020, 0.00000000
5.83001600, 0.15748030, 0.00000000
5.83008000, 0.11811020, 0.00000000
5.83014400, 0.11811020, 0.00000000
5.83020800, 0.15748030, 0.07874016
5.83027200, 0.11811020, 0.00000000
5.83033600, 0.11811020, 0.00000000
5.83040000, 0.15748030, 0.00000000
5.83046400, 0.11811020, 0.00000000
5.83052800, 0.11811020, 0.00000000
5.83059200, 0.07874016, 0.00000000
5.83065600, 0.15748030, 0.07874016
5.83072000, 0.15748030, 0.00000000
5.83078400, 0.11811020, 0.00000000
5.83084800, 0.11811020, 0.00000000
5.83091200, 0.11811020, 0.00000000
5.83097600, 0.11811020, 0.00000000
5.83104000, 0.15748030, 0.00000000
