29.9, 3.83
29.9, 3.86
29.9, 3.89
30.2, 3.73
30.7, 3.53
31, 3.51
36.2, 3.16
36, 3.21
38, 3.16
39.5, 3.14
41.4, 3.15
34.9, 3.15
