1.218,3.83,0.004827,0.06064
2.015,3.86,0.0060225,0.06088
3.005,3.89,0.0075075,0.06112
4.086,3.73,0.009129,0.05984
5.005,3.53,0.0105075,0.05824
6.031,3.51,0.0120465,0.05808
6.96,3.16,0.01344,0.05528
8.02,3.21,0.01503,0.05568
9.05,3.16,0.016575,0.05528
10.04,3.14,0.01806,0.05512
11.01,3.15,0.019515,0.0552
12.04,3.15,0.02106,0.0552
