52.116	9	0.075
62.519	9.3	0.0774
72.518	9.7	0.0806
81.305	10	0.083
94.132	10.5	0.087
101.505	10.9	0.0902
113.423	11.8	0.0974
122.311	12.6	0.1038
131.906	22.7	0.1846
142.41	23.4	0.1902
