1.1,15,0.00465,0.15
2.097,14.94,0.0061455,0.14952
2.967,15.03,0.0074505,0.15024
3.945,15.26,0.0089175,0.15208
5.02,14.65,0.01053,0.1472
6.643,11.91,0.0129645,0.12528
7.03,11.72,0.013545,0.12376
8.16,10.58,0.01524,0.11464
9.06,10.5,0.01659,0.114
10.01,10.51,0.018015,0.11408
11.06,10.55,0.01959,0.1144
12,10.66,0.021,0.11528
