29.9,3.83,0.706,1.218
29.9,3.86,0.706,2.015
29.9,3.89,0.705,3.005
30.2,3.73,0.697,4.086
30.7,3.53,0.685,5.005
31,3.51,0.557,6.031
36.2,3.16,0.557,6.96
36,3.21,0.542,8.02
38,3.16,0.492,9.05
39.5,3.14,0.445,10.04
41.4,3.15,0.39,11.01
34.9,3.15,0.352,12.04
